sequence,color_space,umap_components,original_feature_dim,umap_applied,crop_center_ratio,crop_method,experiment_stage,positive_label,negative_label,true_positive,false_positive,true_negative,false_negative,accuracy,num_samples
F_20200220_1_0540_0570,h,800,800,False,1.0,center,ratio_sweep,1,0,60,42,123,105,0.5545454545454546,330
F_20200220_1_0540_0570,rgb,864,864,False,1.0,center,ratio_sweep,1,0,60,42,123,105,0.5545454545454546,330
F_20200220_1_0570_0600,rgb,864,864,False,1.0,center,ratio_sweep,1,0,85,82,83,80,0.509090909090909,330
F_20200220_1_0570_0600,h,800,800,False,1.0,center,ratio_sweep,1,0,85,82,83,80,0.509090909090909,330
F_20200220_1_0600_0630,h,800,800,False,1.0,center,ratio_sweep,1,0,80,61,104,85,0.5575757575757576,330
F_20200220_1_0600_0630,rgb,864,864,False,1.0,center,ratio_sweep,1,0,80,61,104,85,0.5575757575757576,330
F_20200220_1_0630_0660,h,800,800,False,1.0,center,ratio_sweep,1,0,69,56,109,96,0.5393939393939394,330
F_20200220_1_0630_0660,rgb,864,864,False,1.0,center,ratio_sweep,1,0,69,56,109,96,0.5393939393939394,330
F_20200220_1_0660_0690,h,800,800,False,1.0,center,ratio_sweep,1,0,68,55,110,97,0.5393939393939394,330
F_20200220_1_0660_0690,rgb,864,864,False,1.0,center,ratio_sweep,1,0,68,55,110,97,0.5393939393939394,330
F_20200220_1_0690_0720,h,800,800,False,1.0,center,ratio_sweep,1,0,96,56,109,69,0.6212121212121212,330
F_20200220_1_0690_0720,rgb,864,864,False,1.0,center,ratio_sweep,1,0,96,56,109,69,0.6212121212121212,330
F_20200220_1_0720_0750,rgb,864,864,False,1.0,center,ratio_sweep,1,0,92,73,92,73,0.5575757575757576,330
F_20200220_1_0720_0750,h,800,800,False,1.0,center,ratio_sweep,1,0,92,73,92,73,0.5575757575757576,330
F_20200220_1_0750_0780,rgb,864,864,False,1.0,center,ratio_sweep,1,0,95,74,91,70,0.5636363636363636,330
F_20200220_1_0750_0780,h,800,800,False,1.0,center,ratio_sweep,1,0,95,74,91,70,0.5636363636363636,330
F_20200220_1_0780_0810,rgb,864,864,False,1.0,center,ratio_sweep,1,0,106,105,60,59,0.503030303030303,330
F_20200220_1_0780_0810,h,800,800,False,1.0,center,ratio_sweep,1,0,106,105,60,59,0.503030303030303,330
F_20200220_1_0810_0840,h,800,800,False,1.0,center,ratio_sweep,1,0,61,60,105,104,0.503030303030303,330
F_20200220_1_0810_0840,rgb,864,864,False,1.0,center,ratio_sweep,1,0,59,59,106,106,0.5,330
F_20200220_1_0840_0870,h,800,800,False,1.0,center,ratio_sweep,1,0,77,56,109,88,0.5636363636363636,330
F_20200220_1_0840_0870,rgb,864,864,False,1.0,center,ratio_sweep,1,0,78,56,109,87,0.5666666666666667,330
F_20200220_1_0870_0900,h,800,800,False,1.0,center,ratio_sweep,1,0,71,42,123,94,0.5878787878787879,330
F_20200220_1_0870_0900,rgb,864,864,False,1.0,center,ratio_sweep,1,0,71,42,123,94,0.5878787878787879,330
F_20200220_1_0000_0030,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,127,96,69,37,0.5957446808510638,329
F_20200220_1_0000_0030,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,127,96,69,37,0.5957446808510638,329
F_20200220_1_0030_0060,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,85,62,103,80,0.5696969696969697,330
F_20200220_1_0030_0060,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,85,62,103,80,0.5696969696969697,330
F_20200220_1_0060_0090,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,120,74,91,45,0.6393939393939394,330
F_20200220_1_0060_0090,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,120,74,91,45,0.6393939393939394,330
F_20200220_1_0090_0120,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,99,62,103,66,0.6121212121212121,330
F_20200220_1_0090_0120,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,99,62,103,66,0.6121212121212121,330
F_20200220_1_0120_0150,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,91,62,103,74,0.5878787878787879,330
F_20200220_1_0120_0150,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,91,62,103,74,0.5878787878787879,330
F_20200220_1_0150_0180,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,54,37,62,45,0.5858585858585859,198
F_20200220_1_0150_0180,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,54,37,62,45,0.5858585858585859,198
F_20200220_1_0330_0360,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,125,90,42,7,0.6325757575757576,264
F_20200220_1_0330_0360,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,125,90,42,7,0.6325757575757576,264
F_20200220_1_0360_0390,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,102,61,104,63,0.6242424242424243,330
F_20200220_1_0360_0390,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,102,61,104,63,0.6242424242424243,330
F_20200220_1_0390_0420,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,140,124,41,25,0.5484848484848485,330
F_20200220_1_0390_0420,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,140,124,41,25,0.5484848484848485,330
F_20200220_1_0420_0450,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,141,104,61,24,0.6121212121212121,330
F_20200220_1_0420_0450,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,141,104,61,24,0.6121212121212121,330
F_20200220_1_0450_0480,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,128,106,59,36,0.5683890577507599,329
F_20200220_1_0450_0480,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,128,106,59,36,0.5683890577507599,329
F_20200220_1_0480_0510,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,129,85,80,36,0.6333333333333333,330
F_20200220_1_0480_0510,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,129,85,80,36,0.6333333333333333,330
F_20200220_1_0510_0540,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,89,86,79,76,0.509090909090909,330
F_20200220_1_0510_0540,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,89,86,79,76,0.509090909090909,330
F_20200220_1_0540_0570,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,80,67,98,85,0.5393939393939394,330
F_20200220_1_0540_0570,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,80,67,98,85,0.5393939393939394,330
F_20200220_1_0570_0600,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,109,79,86,56,0.5909090909090909,330
F_20200220_1_0570_0600,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,109,79,86,56,0.5909090909090909,330
F_20200220_1_0600_0630,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,84,76,89,81,0.5242424242424243,330
F_20200220_1_0600_0630,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,84,76,89,81,0.5242424242424243,330
F_20200220_1_0630_0660,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,110,102,63,55,0.5242424242424243,330
F_20200220_1_0630_0660,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,110,102,63,55,0.5242424242424243,330
F_20200220_1_0660_0690,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,95,92,73,70,0.509090909090909,330
F_20200220_1_0660_0690,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,95,92,73,70,0.509090909090909,330
F_20200220_1_0690_0720,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,122,112,53,43,0.5303030303030303,330
F_20200220_1_0690_0720,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,122,112,53,43,0.5303030303030303,330
F_20200220_1_0720_0750,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,119,103,62,46,0.5484848484848485,330
F_20200220_1_0720_0750,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,119,103,62,46,0.5484848484848485,330
F_20200220_1_0750_0780,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,89,50,115,76,0.6181818181818182,330
F_20200220_1_0750_0780,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,89,50,115,76,0.6181818181818182,330
F_20200220_1_0780_0810,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,57,53,112,108,0.5121212121212121,330
F_20200220_1_0780_0810,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,57,53,112,108,0.5121212121212121,330
F_20200220_1_0810_0840,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,71,52,113,94,0.5575757575757576,330
F_20200220_1_0810_0840,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,71,52,113,94,0.5575757575757576,330
F_20200220_1_0840_0870,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,54,41,124,111,0.5393939393939394,330
F_20200220_1_0840_0870,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,54,41,124,111,0.5393939393939394,330
F_20200220_1_0870_0900,h,800,800,False,1.0,opencv_mask,opencv_comparison,1,0,60,51,114,105,0.5272727272727272,330
F_20200220_1_0870_0900,rgb,864,864,False,1.0,opencv_mask,opencv_comparison,1,0,60,51,114,105,0.5272727272727272,330
F_20200220_1_0000_0030,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,125,108,52,39,0.5462962962962963,324
F_20200220_1_0000_0030,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,125,108,52,39,0.5462962962962963,324
F_20200220_1_0030_0060,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,116,104,59,48,0.5351681957186545,327
F_20200220_1_0030_0060,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,116,104,59,48,0.5351681957186545,327
F_20200220_1_0060_0090,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,116,103,59,44,0.5434782608695652,322
F_20200220_1_0060_0090,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,116,103,59,44,0.5434782608695652,322
F_20200220_1_0090_0120,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,114,110,48,47,0.5078369905956113,319
F_20200220_1_0090_0120,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,114,110,48,47,0.5078369905956113,319
F_20200220_1_0120_0150,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,117,115,49,45,0.50920245398773,326
F_20200220_1_0120_0150,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,117,115,49,45,0.50920245398773,326
F_20200220_1_0150_0180,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,34,32,66,64,0.5102040816326531,196
F_20200220_1_0150_0180,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,34,32,66,64,0.5102040816326531,196
F_20200220_1_0330_0360,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,91,89,40,40,0.5038461538461538,260
F_20200220_1_0330_0360,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,91,89,40,40,0.5038461538461538,260
F_20200220_1_0360_0390,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,115,109,52,47,0.5170278637770898,323
F_20200220_1_0360_0390,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,115,109,52,47,0.5170278637770898,323
F_20200220_1_0390_0420,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,112,109,51,50,0.5062111801242236,322
F_20200220_1_0390_0420,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,112,109,51,50,0.5062111801242236,322
F_20200220_1_0420_0450,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,58,58,106,106,0.5,328
F_20200220_1_0420_0450,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,58,58,106,106,0.5,328
F_20200220_1_0450_0480,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,111,106,57,52,0.5153374233128835,326
F_20200220_1_0450_0480,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,111,106,57,52,0.5153374233128835,326
F_20200220_1_0480_0510,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,53,53,109,108,0.5015479876160991,323
F_20200220_1_0480_0510,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,53,53,109,108,0.5015479876160991,323
F_20200220_1_0510_0540,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,120,100,59,44,0.5541795665634675,323
F_20200220_1_0510_0540,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,120,100,59,44,0.5541795665634675,323
F_20200220_1_0540_0570,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,62,63,100,98,0.5015479876160991,323
F_20200220_1_0540_0570,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,62,63,100,98,0.5015479876160991,323
F_20200220_1_0570_0600,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,65,60,105,99,0.5167173252279635,329
F_20200220_1_0570_0600,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,65,60,105,99,0.5167173252279635,329
F_20200220_1_0600_0630,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,56,49,114,104,0.5263157894736842,323
F_20200220_1_0600_0630,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,56,49,114,104,0.5263157894736842,323
F_20200220_1_0630_0660,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,117,114,47,45,0.5077399380804953,323
F_20200220_1_0630_0660,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,117,114,47,45,0.5077399380804953,323
F_20200220_1_0660_0690,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,56,52,106,105,0.5078369905956113,319
F_20200220_1_0660_0690,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,56,52,106,105,0.5078369905956113,319
F_20200220_1_0690_0720,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,63,51,111,101,0.5337423312883436,326
F_20200220_1_0690_0720,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,63,51,111,101,0.5337423312883436,326
F_20200220_1_0720_0750,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,61,48,115,101,0.5415384615384615,325
F_20200220_1_0720_0750,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,61,48,115,101,0.5415384615384615,325
F_20200220_1_0750_0780,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,119,113,50,41,0.5232198142414861,323
F_20200220_1_0750_0780,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,119,113,50,41,0.5232198142414861,323
F_20200220_1_0780_0810,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,55,53,109,108,0.5046153846153846,325
F_20200220_1_0780_0810,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,55,53,109,108,0.5046153846153846,325
F_20200220_1_0810_0840,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,120,111,53,44,0.5274390243902439,328
F_20200220_1_0810_0840,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,120,111,53,44,0.5274390243902439,328
F_20200220_1_0840_0870,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,51,46,116,109,0.5186335403726708,322
F_20200220_1_0840_0870,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,51,46,116,109,0.5186335403726708,322
F_20200220_1_0870_0900,h,800,800,False,1.0,sam2_mask,sam2_comparison,1,0,116,110,53,42,0.5264797507788161,321
F_20200220_1_0870_0900,rgb,864,864,False,1.0,sam2_mask,sam2_comparison,1,0,116,110,53,42,0.5264797507788161,321
F_20200220_1_0000_0030,h,3,800,True,0.2,center,umap_color,1,0,127,13,152,34,0.8558282208588958,326
F_20200220_1_0000_0030,h,8,800,True,0.2,center,umap_color,1,0,127,14,151,34,0.852760736196319,326
F_20200220_1_0000_0030,h,18,800,True,0.2,center,umap_color,1,0,127,13,152,34,0.8558282208588958,326
F_20200220_1_0000_0030,h,23,800,True,0.2,center,umap_color,1,0,128,14,151,33,0.8558282208588958,326
F_20200220_1_0000_0030,h,33,800,True,0.2,center,umap_color,1,0,127,14,151,34,0.852760736196319,326
F_20200220_1_0000_0030,h,13,800,True,0.2,center,umap_color,1,0,128,13,152,33,0.8588957055214724,326
F_20200220_1_0000_0030,h,38,800,True,0.2,center,umap_color,1,0,127,12,153,34,0.8588957055214724,326
F_20200220_1_0000_0030,h,28,800,True,0.2,center,umap_color,1,0,127,14,151,34,0.852760736196319,326
F_20200220_1_0000_0030,h,43,800,True,0.2,center,umap_color,1,0,127,13,152,34,0.8558282208588958,326
F_20200220_1_0000_0030,h,48,800,True,0.2,center,umap_color,1,0,128,14,151,33,0.8558282208588958,326
F_20200220_1_0000_0030,rgb,3,864,True,0.2,center,umap_color,1,0,126,13,152,35,0.852760736196319,326
F_20200220_1_0000_0030,rgb,8,864,True,0.2,center,umap_color,1,0,128,14,151,33,0.8558282208588958,326
F_20200220_1_0000_0030,rgb,13,864,True,0.2,center,umap_color,1,0,127,13,152,34,0.8558282208588958,326
F_20200220_1_0000_0030,rgb,18,864,True,0.2,center,umap_color,1,0,127,14,151,34,0.852760736196319,326
F_20200220_1_0000_0030,rgb,23,864,True,0.2,center,umap_color,1,0,128,13,152,33,0.8588957055214724,326
F_20200220_1_0000_0030,rgb,28,864,True,0.2,center,umap_color,1,0,128,14,151,33,0.8558282208588958,326
F_20200220_1_0000_0030,rgb,33,864,True,0.2,center,umap_color,1,0,127,13,152,34,0.8558282208588958,326
F_20200220_1_0000_0030,rgb,38,864,True,0.2,center,umap_color,1,0,128,15,150,33,0.852760736196319,326
F_20200220_1_0000_0030,rgb,43,864,True,0.2,center,umap_color,1,0,127,14,151,34,0.852760736196319,326
F_20200220_1_0000_0030,rgb,48,864,True,0.2,center,umap_color,1,0,126,13,152,35,0.852760736196319,326
F_20200220_1_0030_0060,h,3,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,18,800,True,0.2,center,umap_color,1,0,93,16,129,46,0.7816901408450704,284
F_20200220_1_0030_0060,h,8,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,23,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,28,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,33,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,13,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,38,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,43,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,h,48,800,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,3,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,8,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,13,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,18,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,23,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,28,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,33,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,38,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,43,864,True,0.2,center,umap_color,1,0,94,16,129,45,0.7852112676056338,284
F_20200220_1_0030_0060,rgb,48,864,True,0.2,center,umap_color,1,0,95,16,129,44,0.7887323943661971,284
F_20200220_1_0060_0090,h,8,800,True,0.2,center,umap_color,1,0,103,13,144,46,0.8071895424836601,306
F_20200220_1_0060_0090,h,28,800,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,h,23,800,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,h,13,800,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,h,18,800,True,0.2,center,umap_color,1,0,102,13,144,47,0.803921568627451,306
F_20200220_1_0060_0090,h,33,800,True,0.2,center,umap_color,1,0,102,13,144,47,0.803921568627451,306
F_20200220_1_0060_0090,h,3,800,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,h,38,800,True,0.2,center,umap_color,1,0,104,14,143,45,0.8071895424836601,306
F_20200220_1_0060_0090,h,43,800,True,0.2,center,umap_color,1,0,103,14,143,46,0.803921568627451,306
F_20200220_1_0060_0090,h,48,800,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,rgb,3,864,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,rgb,8,864,True,0.2,center,umap_color,1,0,104,14,143,45,0.8071895424836601,306
F_20200220_1_0060_0090,rgb,13,864,True,0.2,center,umap_color,1,0,103,13,144,46,0.8071895424836601,306
F_20200220_1_0060_0090,rgb,18,864,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,rgb,23,864,True,0.2,center,umap_color,1,0,105,15,142,44,0.8071895424836601,306
F_20200220_1_0060_0090,rgb,28,864,True,0.2,center,umap_color,1,0,104,14,143,45,0.8071895424836601,306
F_20200220_1_0060_0090,rgb,33,864,True,0.2,center,umap_color,1,0,105,14,143,44,0.8104575163398693,306
F_20200220_1_0060_0090,rgb,38,864,True,0.2,center,umap_color,1,0,104,14,143,45,0.8071895424836601,306
F_20200220_1_0060_0090,rgb,43,864,True,0.2,center,umap_color,1,0,104,13,144,45,0.8104575163398693,306
F_20200220_1_0060_0090,rgb,48,864,True,0.2,center,umap_color,1,0,105,15,142,44,0.8071895424836601,306
F_20200220_1_0090_0120,h,3,800,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,h,23,800,True,0.2,center,umap_color,1,0,106,16,121,30,0.8315018315018315,273
F_20200220_1_0090_0120,h,13,800,True,0.2,center,umap_color,1,0,106,15,122,30,0.8351648351648352,273
F_20200220_1_0090_0120,h,18,800,True,0.2,center,umap_color,1,0,106,16,121,30,0.8315018315018315,273
F_20200220_1_0090_0120,h,8,800,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,h,28,800,True,0.2,center,umap_color,1,0,105,16,121,31,0.8278388278388278,273
F_20200220_1_0090_0120,h,33,800,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,h,38,800,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,h,43,800,True,0.2,center,umap_color,1,0,107,15,122,29,0.8388278388278388,273
F_20200220_1_0090_0120,h,48,800,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,rgb,3,864,True,0.2,center,umap_color,1,0,105,16,121,31,0.8278388278388278,273
F_20200220_1_0090_0120,rgb,8,864,True,0.2,center,umap_color,1,0,106,15,122,30,0.8351648351648352,273
F_20200220_1_0090_0120,rgb,13,864,True,0.2,center,umap_color,1,0,106,15,122,30,0.8351648351648352,273
F_20200220_1_0090_0120,rgb,18,864,True,0.2,center,umap_color,1,0,105,16,121,31,0.8278388278388278,273
F_20200220_1_0090_0120,rgb,23,864,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,rgb,28,864,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,rgb,33,864,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,rgb,38,864,True,0.2,center,umap_color,1,0,105,15,122,31,0.8315018315018315,273
F_20200220_1_0090_0120,rgb,43,864,True,0.2,center,umap_color,1,0,107,16,121,29,0.8351648351648352,273
F_20200220_1_0090_0120,rgb,48,864,True,0.2,center,umap_color,1,0,105,15,122,31,0.8315018315018315,273
